airline_sentiment,text
0,southwestair bags st woman said would next flight ive got nothing big wigs help
1,southwestair use points book rental car
0,southwestair thanks think straight
2,southwestair thanks taking care today michele rocked customer service gate hou
0,southwestair paid rental car go rd day
2,southwestair thank
0,southwestair thanks expected wait long
0,southwestair understand weather issue time cancelled flighted reinstated cancelled flighted hardly updates nothing
2,despite mother nature best efforts southwestair good humored folks got us home safely area heavily affected winter storms
0,southwestair sadly get much help travel agent disappointing
0,southwestair bos msp msp aus aus bos site seem display fields middle trip add rd
0,southwestair able rebook another flight drove atl catch flight charged get group
0,southwestair worst customer service earth never fly airline
0,southwestair flight yesterday cancelled flighted got airport today time flight w delayed cancelled flighted reinstated caused
0,southwestair flight n departs mco enroute airport url
1,southwestair flights looking tomorrow morning nashville bna fort lauderdale fll
2,southwestair awesome thanks
0,southwestair poisonpill im boat flight jacksonville get
0,southwestair concerned cancelled flight flight bna tomorrow
1,southwestair think flight bna lax get ground tomorrow please snowbama
2,southwestair really appreciate follow always fly reason
2,southwestair pieces found safely delivered home afternoon
0,southwestair stop ur bs promos anywhere starting click everywhere fly place thats cle nothanks
1,southwestair contact know changes destination really evaluate thanks
0,southwestair know one thing delta would never treat customers like
0,southwestair yall trying fly chicago live send home bullshit ass customer service
0,southwestair flights cancelled flightled one week customer service
0,southwestair flights cancelled flightled yall im sick
0,southwestair poor customer service thru cxl flights flew delta
0,southwestair yall corporate number bc yall trying accommodate
2,southwestair el paso deals may
0,southwestair checkin online flight tmrw fr cancun undefined error amp working family want cgroup help
0,southwestair anyone ever answer phone poor
0,southwestair mins departure announced update update time status everyone standing comeon
0,southwestair get kind update delayed flight boston houston really need back home tonight
0,southwestair matt e boss long hold waited minutes gave
1,southwestair know hard predict flights dallas nashville tomorrow
0,southwestair plans make southwest app android crappy
2,southwestair thanks keep checking trying book first disney world vacation
0,southwestair thanks taking good care luggage url
0,southwestair yeah rebooked tomorrow hoping rd time charm cancelled flightled flights
2,southwestair thank know ya control weather appreciate ya working get flight rebooked last two days
1,southwestair iiiii need help flight schedule haha
0,southwestair make premium wifi pay decent slow fi
2,southwestair time time next flight thursday
0,southwestair extremely disappointed poor customer service provided cancelled flighting flight today unprofessional
0,southwestair helped nice lady phx checkin spent hours hold hours might want look efficiency
0,southwestair told last time would never fly really messed today thanks flight worst airline ever
0,southwestair done messed planned trip costarica pennies vacatime
0,southwestair sorry sat plane hours waiting engine fixed got luggage lost k
1,southwestair flight tomorrow wed den bna delayed cancelled flightled
0,southwestair shows one flight one way try go home page book roundtrip nothing available
1,southwestair flying tomorrow please dont cancelled flight lol
2,southwestair worries would rather safe ground take chances yes tomorrow bna reopens
0,southwestair need help cancelled flighting flight back calls times ridiculous
2,southwestair fattuesday great job celebrating mardigras today atlanta airport another reason nuts url
0,southwestair customer service terrible terrible thought know
1,southwestair winners destinationdragons announced
2,southwestair awwweesssooomee
0,southwestair pts expired made prchase online retailer b told sw show wks l keepmy pts
1,southwestair guys must swamped even took corporate travel long time get everything worked end
1,southwestair tremendous job atlanta airport saw sw celebrate mardi gras another reason nuts guys url
0,southwestair officially worst customer service airline ever dealt southwestairlines poor
1,southwestair think need follow dm
0,southwestair fastest response day hour phone never got hold hour line never got flight booking problems desk
